name,price,km,owner,year,fuel,location
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
BMW X3 xDrive-20d xLine,"26,50,000","60,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
BMW X3 xDrive-20d xLine,"26,50,000","60,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW X3 xDrive-20d xLine,"26,50,000","60,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Mercedes-Benz C-Class C 200 Avantgarde,"22,50,000","14,000 KMs",2 Owners,2015,Petrol,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz C-Class C 200 Avantgarde,"22,50,000","14,000 KMs",2 Owners,2015,Petrol,Mumbai
Mercedes-Benz C-Class C 200 Avantgarde,"22,50,000","14,000 KMs",2 Owners,2015,Petrol,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
BMW 5 Series 525i Sedan,"7,90,000","55,000 KMs",1 Owner,2008,Petrol,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
BMW 5 Series 525i Sedan,"7,90,000","55,000 KMs",1 Owner,2008,Petrol,Mumbai
Mercedes-Benz GLC 220 d Prime,"38,00,000","64,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz GLC 220 d Prime,"38,00,000","64,000 KMs",1 Owner,2017,Diesel,Mumbai
BMW 5 Series 525i Sedan,"7,90,000","55,000 KMs",1 Owner,2008,Petrol,Mumbai
BMW 5 Series 525i Sedan,"7,90,000","55,000 KMs",1 Owner,2008,Petrol,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
BMW X3 xDrive-20d xLine,"26,50,000","60,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW X3 xDrive-20d xLine,"26,50,000","60,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz C-Class C 200 Avantgarde,"22,50,000","14,000 KMs",2 Owners,2015,Petrol,Mumbai
Mercedes-Benz C-Class C 200 Avantgarde,"22,50,000","14,000 KMs",2 Owners,2015,Petrol,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Mercedes-Benz GLA 200 CDI Sport,"21,50,000","27,000 KMs",2 Owners,2017,Diesel,Mumbai
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Maruti Suzuki Ertiga VDI SHVS,"10,90,000","10,000 KMs",1 Owner,2019,Diesel,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Mercedes-Benz A-Class A 180 CDI Style,"14,50,000","60,000 KMs",2 Owners,2015,Diesel,Mumbai
Toyota Innova Crysta 2.5 VX BS-IV,"15,50,000","1,13,123 KMs",1 Owner,2016,Diesel,Thane
Ford Endeavour 3.0L 4x2 AT,"7,40,000","1,24,123 KMs",1 Owner,2013,Diesel,Thane
Mercedes-Benz GLE 350 d,"45,00,000","48,200 KMs",1 Owner,2016,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Maruti Suzuki Swift VXi,"1,85,000","65,235 KMs",1 Owner,2006,Petrol,Thane
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Bentley Continental GTC Convertible,"82,00,000","9,800 KMs",1 Owner,2009,Petrol,Mumbai
Land Rover Discovery Sport SE 7-Seater,"61,50,000","11,700 KMs",1 Owner,2019,Diesel,Mumbai
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],"5,90,000",950 KMs,1 Owner,2019,Petrol,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Skoda Octavia 2.0 TDI L&K,"22,50,000","31,000 KMs",1 Owner,2018,Diesel,Mumbai
Toyota Innova Crysta 2.5 VX BS-IV,"15,50,000","1,13,123 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Kia Seltos HTX Plus 1.5 Diesel,"17,11,000","11,000 KMs",1 Owner,2019,Diesel,Mumbai
BMW X3 xDrive20d,"18,50,000","57,000 KMs",2 Owners,2013,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Maruti Suzuki Ignis Delta 1.2 MT,"5,25,000","24,670 KMs",1 Owner,2017,Petrol,Mumbai
Toyota Innova 2.5 VX 7 STR BS-III,"10,99,999","82,000 KMs",1 Owner,2015,Diesel,Mumbai
Nissan Terrano XE (D),"6,45,000","32,000 KMs",1 Owner,2016,Diesel,Mumbai
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],"5,51,000","5,600 KMs",1 Owner,2018,Petrol,Mumbai
Volvo S60 Cross Country Inscription [2016-2020],"25,75,000","16,500 KMs",1 Owner,2017,Diesel,Mumbai
Volkswagen Polo Highline1.2L (P),"3,45,000","64,123 KMs",2 Owners,2012,Petrol,Thane
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Toyota Innova Crysta 2.7 ZX AT 7 STR,"17,95,000","38,000 KMs",1 Owner,2017,Petrol,Mumbai
Hyundai Creta SX 1.6 Petrol,"12,25,000","20,000 KMs",1 Owner,2019,Petrol,Mumbai
Toyota Innova 2.5 G BS III 7 STR,"5,75,000","1,62,807 KMs",1 Owner,2010,Diesel,Thane
Hummer H2 SUV,"1,20,00,000","11,631 KMs",1 Owner,2008,Petrol,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Hyundai Creta SX Plus 1.6  Petrol,"9,85,000","21,000 KMs",1 Owner,2016,Petrol,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Jaguar XE Prestige,"25,00,000","25,500 KMs",1 Owner,2016,Petrol,Pune
Maruti Suzuki Wagon R 1.0 LXi CNG,"3,60,000","44,500 KMs",1 Owner,2013,CNG,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Hyundai Verna SX (O) 1.6 CRDi  AT,"12,30,000","22,500 KMs",1 Owner,2018,Diesel,Mumbai
Kia Seltos HTX Plus 1.5 Diesel,"17,11,000","11,000 KMs",1 Owner,2019,Diesel,Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Mercedes-Benz C-Class C 220 CDI Avantgarde,"30,50,000","25,900 KMs",1 Owner,2017,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
BMW X6 xDrive40i M Sport,"1,32,00,000","5,003 KMs",N/A,2019,Petrol,Pune
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Audi Q3 30 TDI Premium FWD,"24,50,000","27,000 KMs",2 Owners,2016,Diesel,Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Maruti Suzuki Swift VXi,"1,85,000","65,235 KMs",1 Owner,2006,Petrol,Thane
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Volkswagen Polo Highline1.2L (P),"3,45,000","64,123 KMs",2 Owners,2012,Petrol,Thane
Jaguar XF 3.0 V6 Premium Luxury,"20,99,999","50,121 KMs",1 Owner,2014,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],"4,95,000","10,338 KMs",1 Owner,2016,Petrol,Mumbai
Jaguar XE Prestige,"25,00,000","25,500 KMs",1 Owner,2016,Petrol,Pune
Mercedes-Benz GLC 220 d Sport,"39,75,000","19,000 KMs",1 Owner,2017,Diesel,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Audi Q5 3.0 TDI quattro Premium Plus,"34,00,000","43,500 KMs",1 Owner,2016,Diesel,Pune
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Honda City ZX VTEC,"1,85,000","1,23,000 KMs",3 Owners,2007,Petrol,Thane
BMW 7 Series 730Ld Sedan,"17,50,000","35,000 KMs",1 Owner,2009,Diesel,Ahmedabad
Mahindra XUV500 W10,"11,45,000","58,200 KMs",1 Owner,2015,Diesel,Mumbai
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],"4,55,000","69,000 KMs",2 Owners,2015,Petrol,Mumbai
Hyundai Creta E Plus 1.6 Petrol,"8,45,000","48,000 KMs",1 Owner,2016,Petrol,Mumbai
Datsun redi-GO Sport,"2,69,999","1,550 KMs",1 Owner,2017,Petrol,Mumbai
BMW X1 sDrive20d M Sport,"27,50,000","20,000 KMs",1 Owner,2018,Diesel,Mumbai
Volvo S60 Cross Country Inscription [2016-2020],"25,75,000","16,500 KMs",1 Owner,2017,Diesel,Mumbai
Maruti Suzuki Swift DZire VXI,"4,00,000","60,527 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Vento Highline Petrol AT,"4,95,000","22,000 KMs",1 Owner,2013,Petrol,Mumbai
BMW X3 M,"1,05,00,000","6,639 KMs",N/A,2019,Petrol,Pune
Mercedes-Benz C-Class Cabriolet C 300,"59,00,000","16,000 KMs",1 Owner,2018,Petrol,Mumbai
Maruti Suzuki Vitara Brezza ZDi,"8,99,000","43,168 KMs",1 Owner,2018,Diesel,Navi Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Ford Endeavour 3.0L 4x2 AT,"7,40,000","1,24,123 KMs",1 Owner,2013,Diesel,Thane
Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],"62,00,000","7,300 KMs",1 Owner,2020,Diesel,Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Fortuner 3.0 4x2 AT,"16,99,000","1,09,000 KMs",1 Owner,2014,Diesel,Mumbai
Tata Harrier XZ [2019-2020],"17,50,000","23,000 KMs",1 Owner,2019,Diesel,Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Volvo XC90 Momentum Luxury [2015-2020],"72,50,000","30,000 KMs",1 Owner,2018,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Hyundai Creta SX Plus 1.6 CRDI Dual Tone,"18,99,000","1,100 KMs",1 Owner,2020,Diesel,Mumbai
Kia Seltos HTX Plus 1.5 Diesel,"17,11,000","11,000 KMs",1 Owner,2019,Diesel,Mumbai
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Bentley Continental GTC Convertible,"82,00,000","9,800 KMs",1 Owner,2009,Petrol,Mumbai
Toyota Innova Crysta 2.5 VX BS-IV,"15,50,000","1,13,123 KMs",1 Owner,2016,Diesel,Thane
Mercedes-Benz GLS 350 d,"52,00,000","60,000 KMs",2 Owners,2016,Diesel,Mumbai
Mercedes-Benz C-Class C 220 CDI Avantgarde,"27,95,000","35,000 KMs",1 Owner,2017,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Maruti Suzuki Swift VXi,"1,85,000","65,235 KMs",1 Owner,2006,Petrol,Thane
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda City V,"8,25,000","15,000 KMs",1 Owner,2016,Petrol,Mumbai
Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"47,50,000","46,000 KMs",1 Owner,2017,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Volkswagen Polo Highline1.2L (P),"3,45,000","64,123 KMs",2 Owners,2012,Petrol,Thane
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Ford Endeavour 3.0L 4x2 AT,"7,40,000","1,24,123 KMs",1 Owner,2013,Diesel,Thane
Maruti Suzuki Wagon R 1.0 LXi CNG,"3,60,000","44,500 KMs",1 Owner,2013,CNG,Mumbai
Hyundai i10 Sportz 1.2 Kappa2,"2,40,000","50,000 KMs",2 Owners,2011,Petrol,Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Mercedes-Benz E-Class E 200,"47,50,000","28,039 KMs",1 Owner,2018,Petrol,Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Audi Q5 3.0 TDI quattro Premium Plus,"34,00,000","43,500 KMs",1 Owner,2016,Diesel,Pune
Mercedes-Benz E-Class E 220 d Avantgarde,"50,00,000","7,000 KMs",1 Owner,2018,Diesel,Pune
Volkswagen Vento Highline Petrol AT,"4,95,000","22,000 KMs",1 Owner,2013,Petrol,Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi TT 2.0 TFSI Quattro,"42,90,000","10,000 KMs",1 Owner,2015,Petrol,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Toyota Innova 2.5 V 7 STR,"8,75,000","1,00,000 KMs",1 Owner,2013,Diesel,Mumbai
BMW 6 Series GT 630i Luxury Line [2018-2019],"51,51,000","20,000 KMs",1 Owner,2018,Petrol,Mumbai
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Maruti Suzuki Swift LDi ABS [2014-2017],"4,75,000","69,240 KMs",2 Owners,2014,Diesel,Thane
Maruti Suzuki Ertiga Vxi,"5,25,000","88,270 KMs",1 Owner,2012,Petrol,Thane
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Land Rover Range Rover Evoque HSE,"48,00,000","21,000 KMs",1 Owner,2016,Diesel,Mumbai
Honda Civic 1.8V MT,"3,00,000","65,500 KMs",2 Owners,2009,Petrol,Mumbai
Toyota Innova Crysta 2.7 ZX AT 7 STR,"22,50,000","56,000 KMs",1 Owner,2018,Petrol,Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Honda City ZX VTEC,"1,85,000","1,23,000 KMs",3 Owners,2007,Petrol,Thane
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Hyundai Elite i20 Magna 1.2 [2016-2017],"4,80,000","24,719 KMs",2 Owners,2016,Petrol,Thane
Honda Amaze 1.2 VX AT i-VTEC,"5,85,000","23,698 KMs",1 Owner,2016,Petrol,Thane
Mercedes-Benz GLA 200 Sport,"19,25,000","41,322 KMs",1 Owner,2016,Petrol,Mumbai
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],"17,50,000","87,000 KMs",1 Owner,2016,Diesel,Mumbai
Renault Duster RXS CVT,"11,55,000","5,000 KMs",1 Owner,2019,Petrol,Mumbai
Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"21,55,000","30,000 KMs",1 Owner,2019,Diesel,Mumbai
Maruti Suzuki Swift VXi,"1,85,000","65,235 KMs",1 Owner,2006,Petrol,Thane
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Skoda Rapid Monte Carlo 1.6 MPI AT [2017],"9,71,000","13,000 KMs",1 Owner,2017,Petrol,Mumbai
Maruti Suzuki S-Cross Zeta 1.3,"8,45,000","19,868 KMs",1 Owner,2017,Diesel,Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Mercedes-Benz S-Class 300,"18,00,000","25,220 KMs",1 Owner,2012,Petrol,Mumbai
BMW 3 Series 320d,"9,75,000","65,000 KMs",1 Owner,2011,Diesel,Mumbai
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],"19,75,000","59,000 KMs",1 Owner,2017,Diesel,Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
Toyota Innova 2.5 VX 8 STR BS-IV,"9,85,000","1,36,000 KMs",1 Owner,2014,Diesel,Thane
BMW X3 M,"1,05,00,000","6,639 KMs",N/A,2019,Petrol,Pune
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],"5,90,000",950 KMs,1 Owner,2019,Petrol,Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Audi Q3 35 TDI quattro Technology,"35,00,000","29,000 KMs",1 Owner,2018,Diesel,Pune
Maruti Suzuki Baleno Delta 1.3,"7,25,000","41,741 KMs",1 Owner,2018,Diesel,Thane
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Maruti Suzuki Wagon R 1.0 VXI AMT,"3,99,000","55,000 KMs",1 Owner,2016,Petrol,Mumbai
BMW 7 Series 730Ld,"60,00,000","40,455 KMs",1 Owner,2016,Diesel,Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Etios Liva V,"3,45,000","31,000 KMs",2 Owners,2013,Petrol,Mumbai
Mahindra KUV100 K2 D 6 STR,"3,18,000","39,854 KMs",1 Owner,2016,Diesel,Mumbai
Renault Kwid CLIMBER 1.0 AMT [2017-2019],"4,15,000","22,300 KMs",1 Owner,2018,Petrol,Mumbai
Toyota Innova 2.5 VX 8 STR BS-IV,"6,65,000","1,17,000 KMs",1 Owner,2010,Diesel,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Volkswagen Polo Highline1.2L (P),"3,45,000","64,123 KMs",2 Owners,2012,Petrol,Thane
